Confirmation Number,Services Offered,Target Entity,Interest Areas,Investors,Hiring Requirement,GeoLocation,Job Function,Investment Range,Investment Requirement,Services Required,Companies Raising Money,GeoLocation 
107790713,"Marketing Automation Platforms,Content Production Services & Solutions,Crypto Payments Solutions,Mobile, App & SMS Marketing Solutions,Sustainability Solutions,Accounting Services",,,,,"France & Benelux,Central & South America,Asia - Other,India,Nordics,Southern Europe,Other Europe,Middle East,Australia & New Zealand,Germany, Austria & Switzerland,UK & Ireland,China,North America,Eastern Europe","Partnerships,Finance & Accounting",,,"Content Marketing Solutions,Subscription Management & Recurring Payment Solutions,Hiring & Recruitment Solutions,Web & App Analytics,Digital Marketing Services,Multichannel Marketing Platforms",,"France & Benelux,Central & South America,Asia - Other,India,Nordics,Southern Europe,Other Europe,Middle East,Australia & New Zealand,Germany, Austria & Switzerland,UK & Ireland,China,North America,Eastern Europe"
106435267,,,,,,"Asia - Other,Central & South America","HR, Talent Acquisition & Workforce Management,Customer Experience,Legal, Compliance & Risk",,,,,"Asia - Other,Central & South America"
108920073,"Charitable, Donation & Philanthropic Solutions",,,True,"Store Operations,Research, Content & Journalism,Marketing, Advertising & Communications,Procurement & Vendor Management,Customer Experience,Executive Leadership & Board of Directors,HR, Talent Acquisition & Workforce Management,Strategy, Innovation & Transformation,Other,Logistics & Transportation (inc. Last-Mile),Legal, Compliance & Risk,Digital & Ecommerce,Partnerships,Consulting & Advisory,Product Development & Management,Supply Chain, Operations & Fulfillment,Data, Analytics & Insights,Environmental, Social & Corporate Governance (ESG),Merchandising,Sales, BD & Account Management","India,China,Nordics,North America,Southern Europe,Asia - Other","Data, Analytics & Insights,Product Development & Management,Marketing, Advertising & Communications","$1 million+ to $5 million
$1 million or less",,"Warehouse Management System,Media Buying Services,Branding Services,Affiliate Marketing Solutions,Mobile, App & SMS Marketing Solutions,Retargeting Solutions",,"India,China,Nordics,North America,Southern Europe,Asia - Other"
106993440,,,,True,,"Southern Europe,India,France & Benelux,Eastern Europe,Germany, Austria & Switzerland,Australia & New Zealand,Other Europe,UK & Ireland,Central & South America,Africa,North America,Asia - Other,Nordics,Middle East,China",Product Development & Management,"$5 million+ to 10 million
$1 million or less
$1 million+ to $5 million
More than $10 million",,"Loyalty & Rewards (inc. Rebates) Solutions,Store Design Services,In-Store Media Solutions,Shelf Monitoring Systems,Consultancy & Advisory Services,Media Buying Services,Metaverse Platforms & Solutions,Shipping Providers,Multichannel Marketing Platforms",,"Southern Europe,India,France & Benelux,Eastern Europe,Germany, Austria & Switzerland,Australia & New Zealand,Other Europe,UK & Ireland,Central & South America,Africa,North America,Asia - Other,Nordics,Middle East,China"
107964320,"Product Information Management (PIM) Solutions,B2B Ecommerce Platforms,Forecasting & Replenishment Solutions,Autonomous Vehicles,Video Web Operations,Distribution Center Management,Retargeting Solutions",,,,,"Nordics,UK & Ireland,India,Germany, Austria & Switzerland,Australia & New Zealand,Eastern Europe,Asia - Other,China,Middle East,Africa,Southern Europe","Supply Chain, Operations & Fulfillment",,$5 million+ to 10 million,"Product Imagery Solutions,Data Warehousing",True,"Nordics,UK & Ireland,India,Germany, Austria & Switzerland,Australia & New Zealand,Eastern Europe,Asia - Other,China,Middle East,Africa,Southern Europe"
109921476,"Content Management Systems,Data Integrity & Cybersecurity Solutions,POS Solutions,Sourcing Solutions & Services","Real Estate,Startup Retailer or Brand,Industry Association or Nonprofit,Marketing & Digital Agency,Startup Solution Provider or Technology Company,Large Solution Provider or Technology Company,Professional Services Firm",,,"Executive Leadership & Board of Directors,Store Operations,Legal, Compliance & Risk,HR, Talent Acquisition & Workforce Management,Finance & Accounting,Technology & IT,Supply Chain, Operations & Fulfillment,Investing,Digital & Ecommerce,Environmental, Social & Corporate Governance (ESG),Marketing, Advertising & Communications,Sales, BD & Account Management","India,UK & Ireland,Australia & New Zealand,China,Africa,Other Europe,Middle East,Germany, Austria & Switzerland,North America,Southern Europe,Eastern Europe",Logistics & Transportation (inc. Last-Mile),,More than $10 million,,True,"India,UK & Ireland,Australia & New Zealand,China,Africa,Other Europe,Middle East,Germany, Austria & Switzerland,North America,Southern Europe,Eastern Europe"
105851677,"Warehouse Management System,Creative & Design Services,POS Hardware & Peripherals,Content Delivery Platforms & Networks,Shelf Monitoring Systems",,,,"Supply Chain, Operations & Fulfillment,Research, Content & Journalism,Strategy, Innovation & Transformation,Store Operations,Data, Analytics & Insights,Logistics & Transportation (inc. Last-Mile),Executive Leadership & Board of Directors,Merchandising,Partnerships,Sales, BD & Account Management,Marketing, Advertising & Communications,Finance & Accounting,Technology & IT,Environmental, Social & Corporate Governance (ESG),Legal, Compliance & Risk,Investing","Central & South America,Southern Europe,Eastern Europe,Australia & New Zealand,India,Nordics,Middle East,China,Asia - Other,Germany, Austria & Switzerland,Other Europe,North America,UK & Ireland","Environmental, Social & Corporate Governance (ESG),Procurement & Vendor Management",,$5 million+ to 10 million,AR/AP Automation & E-Invoicing Solutions,True,"Central & South America,Southern Europe,Eastern Europe,Australia & New Zealand,India,Nordics,Middle East,China,Asia - Other,Germany, Austria & Switzerland,Other Europe,North America,UK & Ireland"
105875290,,"Media or Sell Side Analyst,Government,Professional Services Firm,Marketplace or Marketplace Solution",,,,"North America,Asia - Other","Product Development & Management,Environmental, Social & Corporate Governance (ESG),Digital & Ecommerce",,,"Automated & Self Checkout Solutions,In-Store Media Solutions,Branding Services,Video Marketing Solutions,Data Management Platforms",,"North America,Asia - Other"
106101356,,"Established Retailer or Brand,Government,Real Estate,Startup Solution Provider or Technology Company,Professional Services Firm,Higher Education,Startup Retailer or Brand,Industry Association or Nonprofit",,,"Marketing, Advertising & Communications,Data, Analytics & Insights,Executive Leadership & Board of Directors,Technology & IT,Other,Research, Content & Journalism,Environmental, Social & Corporate Governance (ESG),Store Operations,Strategy, Innovation & Transformation,Logistics & Transportation (inc. Last-Mile),Finance & Accounting,Merchandising,Consulting & Advisory,Partnerships,Supply Chain, Operations & Fulfillment","Southern Europe,Other Europe,Asia - Other,France & Benelux,Middle East,China,India,Africa,UK & Ireland","Product Development & Management,Store Operations",,,"Crypto Payments Solutions,POS Hardware & Peripherals,Ecommerce Platforms,Shipping Providers,Blockchain & Traceability,Display Marketing Solutions",False,"Southern Europe,Other Europe,Asia - Other,France & Benelux,Middle East,China,India,Africa,UK & Ireland"
100098000,,,,,,"Central & South America,Germany, Austria & Switzerland","Environmental, Social & Corporate Governance (ESG),Logistics & Transportation (inc. Last-Mile),Store Operations",,,,False,"Central & South America,Germany, Austria & Switzerland"
107480022,"Location Based Marketing Solutions,Gift Cards and Digital Gifting Solutions,Product Information Management (PIM) Solutions,Social Media Services","Higher Education,Marketplace or Marketplace Solution,Government,Media or Sell Side Analyst,Industry Association or Nonprofit",,,"Procurement & Vendor Management,Supply Chain, Operations & Fulfillment,Partnerships,Digital & Ecommerce,Marketing, Advertising & Communications,Logistics & Transportation (inc. Last-Mile),Strategy, Innovation & Transformation,HR, Talent Acquisition & Workforce Management,Investing,Customer Experience,Executive Leadership & Board of Directors,Research, Content & Journalism,Technology & IT,Data, Analytics & Insights,Sales, BD & Account Management,Other,Merchandising,Environmental, Social & Corporate Governance (ESG),Consulting & Advisory,Finance & Accounting,Product Development & Management","Middle East,Nordics,Southern Europe,China,Other Europe,Central & South America,Africa,Germany, Austria & Switzerland,North America,France & Benelux",Logistics & Transportation (inc. Last-Mile),,,"Marketing Automation Platforms,Packaging Solutions,Shoppable Video & Livestreaming Solutions,Content Delivery Platforms & Networks,Web & App Analytics,Real Estate Brokerage & Advisory Services,Payment Gateways & Payment Service Provider (PSP) Solutions,Mobile Commerce Platforms,Digital Shelving",False,"Middle East,Nordics,Southern Europe,China,Other Europe,Central & South America,Africa,Germany, Austria & Switzerland,North America,France & Benelux"
107784471,,"Media or Sell Side Analyst,Marketing & Digital Agency,Large Solution Provider or Technology Company,Startup Solution Provider or Technology Company",,True,,"France & Benelux,UK & Ireland,Australia & New Zealand,Eastern Europe,China,India,North America,Southern Europe","Marketing, Advertising & Communications",More than $10 million,,"Charitable, Donation & Philanthropic Solutions,Marketing Personalization Solutions,In-Store Analytics,Forecasting & Replenishment Solutions",,"France & Benelux,UK & Ireland,Australia & New Zealand,Eastern Europe,China,India,North America,Southern Europe"
103368847,"Artificial Intelligence (inc. Machine Learning),Data Visualization Tools,Predictive Analytics,Media Buying Services,Event/Experiential Services,Social Media Services","Large Solution Provider or Technology Company,Marketplace or Marketplace Solution,Marketing & Digital Agency,Professional Services Firm,Media or Sell Side Analyst,Real Estate",,,,"North America,Germany, Austria & Switzerland","Environmental, Social & Corporate Governance (ESG),Partnerships,Customer Experience",,More than $10 million,"Delivery (inc. Last Mile) & Pickup Solutions,Forecasting & Replenishment Solutions,Fulfillment Solutions,Order Management Systems,Returns Solutions,Sourcing Solutions & Services,Customer Relationship Management (CRM) Solutions,Live Chat, Chatbots & Virtual Assistants Solutions,Clienteling Solutions",True,"North America,Germany, Austria & Switzerland"
109368506,"Branding Services,Content Production Services & Solutions,Search Engine Marketing (SEM),Store Design Services","Established Retailer or Brand,Industry Association or Nonprofit,Startup Solution Provider or Technology Company,Real Estate,Higher Education,Investor (VC, PE or Other),Marketing & Digital Agency,Large Solution Provider or Technology Company",,,,"Asia - Other,Eastern Europe,Other Europe,North America,India,Southern Europe","HR, Talent Acquisition & Workforce Management,Other",,,"Third Party Logistics (3PL) Services,Warehouse Management System,Workforce Management Solutions (inc. Staffing),Mobile Commerce Platforms,B2B Financing & Lending Solutions,Product Imagery Solutions",False,"Asia - Other,Eastern Europe,Other Europe,North America,India,Southern Europe"
105862390,"Private Label, Affinity & Co-Branded Card Solutions,Data Management Platforms,Mobile Commerce Platforms,Sustainability Solutions,Multichannel Marketing Platforms,Translation & Localization Services,POS Hardware & Peripherals,Digital Couponing Solutions & Circulars",,,,"Other,Strategy, Innovation & Transformation,Legal, Compliance & Risk,Environmental, Social & Corporate Governance (ESG),Executive Leadership & Board of Directors,Consulting & Advisory,Store Operations,HR, Talent Acquisition & Workforce Management,Product Development & Management,Procurement & Vendor Management,Logistics & Transportation (inc. Last-Mile),Finance & Accounting,Data, Analytics & Insights,Marketing, Advertising & Communications,Investing,Customer Experience,Technology & IT,Supply Chain, Operations & Fulfillment,Research, Content & Journalism",Other Europe,"Executive Leadership & Board of Directors,Environmental, Social & Corporate Governance (ESG),Logistics & Transportation (inc. Last-Mile)",,$5 million+ to 10 million,,True,Other Europe
103950106,,"Professional Services Firm,Established Retailer or Brand,Marketplace or Marketplace Solution,Startup Retailer or Brand,Government,Large Solution Provider or Technology Company,Real Estate,Higher Education,Startup Solution Provider or Technology Company,Marketing & Digital Agency,Investor (VC, PE or Other),Industry Association or Nonprofit,Media or Sell Side Analyst",,,"Finance & Accounting,Product Development & Management,Executive Leadership & Board of Directors,Digital & Ecommerce,Store Operations,Environmental, Social & Corporate Governance (ESG),Technology & IT,HR, Talent Acquisition & Workforce Management","Middle East,Nordics,Africa,Central & South America,Asia - Other,Australia & New Zealand,India",Technology & IT,,,,,"Middle East,Nordics,Africa,Central & South America,Asia - Other,Australia & New Zealand,India"
103313552,,,,,"Other,Store Operations,Digital & Ecommerce,Environmental, Social & Corporate Governance (ESG),Merchandising,Research, Content & Journalism,Marketing, Advertising & Communications,Data, Analytics & Insights,Strategy, Innovation & Transformation,Partnerships,Finance & Accounting,Technology & IT,Customer Experience,Supply Chain, Operations & Fulfillment,Executive Leadership & Board of Directors","Eastern Europe,Middle East,Other Europe,Australia & New Zealand,India,Germany, Austria & Switzerland,North America",Merchandising,,$1 million+ to $5 million,"Shelf Monitoring Systems,Gift Cards and Digital Gifting Solutions,Delivery (inc. Last Mile) & Pickup Solutions,Inventory Planning & Optimization Tools,Mapping & Wayfinding Technologies",True,"Eastern Europe,Middle East,Other Europe,Australia & New Zealand,India,Germany, Austria & Switzerland,North America"
101469354,,"Marketing & Digital Agency,Startup Retailer or Brand",,,,"UK & Ireland,India,North America,Africa",Procurement & Vendor Management,,,,,"UK & Ireland,India,North America,Africa"
103233720,"Inventory Planning & Optimization Tools,Content Marketing Solutions,In-Store Media Solutions,Insurance and Warranty Solutions",,,,,"China,France & Benelux,Southern Europe,Nordics,Eastern Europe,Middle East,Africa,Asia - Other,North America","Finance & Accounting,Technology & IT,Investing",,,"Web & App Analytics,Customer Relationship Management (CRM) Solutions,Distribution Center Management,Loyalty & Rewards (inc. Rebates) Solutions,Creative & Design Services,Automated & Self Checkout Solutions,Digital Shelving,Content Delivery Platforms & Networks",False,"China,France & Benelux,Southern Europe,Nordics,Eastern Europe,Middle East,Africa,Asia - Other,North America"
105589236,,,,,"HR, Talent Acquisition & Workforce Management,Legal, Compliance & Risk,Consulting & Advisory,Finance & Accounting,Customer Experience,Partnerships,Digital & Ecommerce","Africa,Nordics","Legal, Compliance & Risk,Digital & Ecommerce",,More than $10 million,,True,"Africa,Nordics"
100450341,"Social Commerce Platforms,Payment Gateways & Payment Service Provider (PSP) Solutions,Content Management Systems,Shipping Providers,Fulfillment Solutions",,,,"Merchandising,Supply Chain, Operations & Fulfillment,Customer Experience,Strategy, Innovation & Transformation,Legal, Compliance & Risk,Consulting & Advisory,Sales, BD & Account Management,HR, Talent Acquisition & Workforce Management,Data, Analytics & Insights,Executive Leadership & Board of Directors,Logistics & Transportation (inc. Last-Mile),Partnerships,Marketing, Advertising & Communications,Product Development & Management,Procurement & Vendor Management,Digital & Ecommerce,Technology & IT","Asia - Other,Africa,Middle East,North America,India,China,Central & South America,France & Benelux,Nordics,Germany, Austria & Switzerland,Other Europe,Australia & New Zealand,Eastern Europe,Southern Europe","Research, Content & Journalism,Supply Chain, Operations & Fulfillment",,,,,"Asia - Other,Africa,Middle East,North America,India,China,Central & South America,France & Benelux,Nordics,Germany, Austria & Switzerland,Other Europe,Australia & New Zealand,Eastern Europe,Southern Europe"
102238111,,"Marketing & Digital Agency,Marketplace or Marketplace Solution,Established Retailer or Brand,Startup Solution Provider or Technology Company,Higher Education,Large Solution Provider or Technology Company,Industry Association or Nonprofit,Professional Services Firm,Government,Startup Retailer or Brand,Real Estate,Media or Sell Side Analyst",,,,"Middle East,Nordics,Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,Other Europe","Consulting & Advisory,Research, Content & Journalism,Investing",,,,,"Middle East,Nordics,Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,Other Europe"
109045233,"Location Based Marketing Solutions,Warehouse Management System,Product Data Management Solutions,Subscription Management & Recurring Payment Solutions,Price Optimization Solutions,Search Engine Optimization (SEO)","Marketing & Digital Agency,Startup Retailer or Brand,Startup Solution Provider or Technology Company,Industry Association or Nonprofit,Professional Services Firm,Higher Education,Marketplace or Marketplace Solution,Government,Large Solution Provider or Technology Company",,,,Middle East,"Finance & Accounting,Supply Chain, Operations & Fulfillment",,,"Media Buying Services,Financial, Accounting & ERP Solutions & Integration Services,Content Management Systems,Predictive Analytics,Automated Retail Kiosks,Data Integrity & Cybersecurity Solutions,Email Marketing Solutions,Translation & Localization Services",,Middle East
104210005,"Financing Solutions,Consumer Sentiment & Reviews,Branding Services",,,,"Customer Experience,Digital & Ecommerce,Technology & IT,Product Development & Management,Consulting & Advisory,Investing,Sales, BD & Account Management,Other,Executive Leadership & Board of Directors,Strategy, Innovation & Transformation,Supply Chain, Operations & Fulfillment,Finance & Accounting,Merchandising","Middle East,Germany, Austria & Switzerland,Nordics,Asia - Other,India,Central & South America,UK & Ireland,China,Other Europe,Africa","Data, Analytics & Insights,Environmental, Social & Corporate Governance (ESG)",,,,False,"Middle East,Germany, Austria & Switzerland,Nordics,Asia - Other,India,Central & South America,UK & Ireland,China,Other Europe,Africa"
106277219,,,,,"Other,Procurement & Vendor Management","Nordics,Southern Europe,North America,India,Africa,UK & Ireland,France & Benelux,Middle East,Central & South America,China,Australia & New Zealand,Eastern Europe,Asia - Other,Germany, Austria & Switzerland","Product Development & Management,Other",,$1 million or less,,True,"Nordics,Southern Europe,North America,India,Africa,UK & Ireland,France & Benelux,Middle East,Central & South America,China,Australia & New Zealand,Eastern Europe,Asia - Other,Germany, Austria & Switzerland"
108867256,,"Industry Association or Nonprofit,Marketplace or Marketplace Solution,Media or Sell Side Analyst,Real Estate,Higher Education,Startup Retailer or Brand,Marketing & Digital Agency,Startup Solution Provider or Technology Company,Professional Services Firm",,,,France & Benelux,"HR, Talent Acquisition & Workforce Management,Logistics & Transportation (inc. Last-Mile)",,$1 million+ to $5 million,"B2B Ecommerce Platforms,Fraud Detection & Risk Management Solutions,Consumer Sentiment & Reviews,Charitable, Donation & Philanthropic Solutions",True,France & Benelux
109631036,"Cause-Based Marketing Solutions,Supply Chain Management Software,Content Management Systems","Marketing & Digital Agency,Media or Sell Side Analyst,Established Retailer or Brand,Higher Education,Investor (VC, PE or Other),Startup Solution Provider or Technology Company,Real Estate,Startup Retailer or Brand,Government,Professional Services Firm,Large Solution Provider or Technology Company",,,"Other,Partnerships,Digital & Ecommerce,Sales, BD & Account Management,Procurement & Vendor Management,Data, Analytics & Insights,Customer Experience,Research, Content & Journalism",Southern Europe,"Data, Analytics & Insights,Research, Content & Journalism,Legal, Compliance & Risk",,,,False,Southern Europe
107696847,,"Investor (VC, PE or Other),Startup Retailer or Brand,Startup Solution Provider or Technology Company,Established Retailer or Brand,Professional Services Firm,Marketplace or Marketplace Solution",,True,,"France & Benelux,Other Europe,Central & South America,North America,UK & Ireland,China,Middle East,Australia & New Zealand,Africa,Eastern Europe,Asia - Other,Germany, Austria & Switzerland,Southern Europe","Customer Experience,Logistics & Transportation (inc. Last-Mile),Investing","$5 million+ to 10 million
$1 million+ to $5 million
More than $10 million",,,,"France & Benelux,Other Europe,Central & South America,North America,UK & Ireland,China,Middle East,Australia & New Zealand,Africa,Eastern Europe,Asia - Other,Germany, Austria & Switzerland,Southern Europe"
100453391,,"Established Retailer or Brand,Large Solution Provider or Technology Company,Marketplace or Marketplace Solution,Media or Sell Side Analyst,Investor (VC, PE or Other),Marketing & Digital Agency,Government,Startup Solution Provider or Technology Company",,,"Technology & IT,Executive Leadership & Board of Directors,Digital & Ecommerce,Customer Experience,Logistics & Transportation (inc. Last-Mile),Strategy, Innovation & Transformation,Data, Analytics & Insights,Merchandising,Other,Finance & Accounting,Partnerships,HR, Talent Acquisition & Workforce Management","Asia - Other,UK & Ireland,Germany, Austria & Switzerland,North America","Procurement & Vendor Management,Digital & Ecommerce",,,"Sourcing Solutions & Services,Financing Solutions",,"Asia - Other,UK & Ireland,Germany, Austria & Switzerland,North America"
108346098,"Price Optimization Solutions,BNPL & Customer Installment Lending Solutions","Marketplace or Marketplace Solution,Real Estate,Startup Solution Provider or Technology Company,Government,Media or Sell Side Analyst",,,,"Southern Europe,India","Research, Content & Journalism,Supply Chain, Operations & Fulfillment,Store Operations",,,Shopper Marketing Solutions,False,"Southern Europe,India"
107011211,"Customer Relationship Management (CRM) Solutions,Business Intelligence Tools,Competitive Pricing Insights & Solutions,Fraud Detection & Risk Management Solutions,Supply Chain Management Software,Cloud Hosting Services",,,,,"North America,Eastern Europe,Southern Europe,France & Benelux,UK & Ireland,China,Australia & New Zealand,Other Europe,Asia - Other,Africa,Nordics","Consulting & Advisory,Partnerships,Strategy, Innovation & Transformation",,,Video Web Operations,,"North America,Eastern Europe,Southern Europe,France & Benelux,UK & Ireland,China,Australia & New Zealand,Other Europe,Asia - Other,Africa,Nordics"
100720167,Mobile Wallets & Payments Solutions,"Investor (VC, PE or Other),Government,Marketing & Digital Agency,Real Estate,Startup Solution Provider or Technology Company,Established Retailer or Brand,Large Solution Provider or Technology Company,Professional Services Firm,Marketplace or Marketplace Solution,Higher Education,Media or Sell Side Analyst",,,,"India,China,UK & Ireland,France & Benelux,Central & South America,Southern Europe,Germany, Austria & Switzerland","Executive Leadership & Board of Directors,Merchandising",,,"NFTs & Tokens,Data Integrity & Cybersecurity Solutions,Inventory Management Systems,Expense & Spend Management Solutions,Payment Gateways & Payment Service Provider (PSP) Solutions,Email Marketing Solutions,Shopper Marketing Solutions,Merchandising Assortment Planning & Management,Product Information Management (PIM) Solutions,Creative & Design Services",,"India,China,UK & Ireland,France & Benelux,Central & South America,Southern Europe,Germany, Austria & Switzerland"
109093199,"Fraud Detection & Risk Management Solutions,Fulfillment Solutions,Digital Shelving,Affiliate Marketing Solutions,Media Buying Services,Marketing Personalization Solutions,Network & Communications (inc. RFID & WiFi),Merchandising Assortment Planning & Management","Media or Sell Side Analyst,Real Estate,Government",,,,"Middle East,Asia - Other,Nordics,India,Other Europe,North America,Central & South America,France & Benelux,Africa,Eastern Europe,China,UK & Ireland,Southern Europe","Merchandising,Technology & IT,Digital & Ecommerce",,More than $10 million,,True,"Middle East,Asia - Other,Nordics,India,Other Europe,North America,Central & South America,France & Benelux,Africa,Eastern Europe,China,UK & Ireland,Southern Europe"
104425637,"Gift Cards and Digital Gifting Solutions,Customer Feedback Solutions,NFTs & Tokens,Merchandising Assortment Planning & Management",,,,"HR, Talent Acquisition & Workforce Management,Environmental, Social & Corporate Governance (ESG),Consulting & Advisory,Finance & Accounting,Legal, Compliance & Risk,Strategy, Innovation & Transformation","Central & South America,Nordics,Asia - Other,Southern Europe,India,Eastern Europe,Africa,Middle East,North America,Germany, Austria & Switzerland,Australia & New Zealand,UK & Ireland,China,France & Benelux","Product Development & Management,Sales, BD & Account Management",,,,False,"Central & South America,Nordics,Asia - Other,Southern Europe,India,Eastern Europe,Africa,Middle East,North America,Germany, Austria & Switzerland,Australia & New Zealand,UK & Ireland,China,France & Benelux"
101789214,,,,,,"Africa,Other Europe,Southern Europe,Asia - Other,UK & Ireland,Germany, Austria & Switzerland","Data, Analytics & Insights,Customer Experience",,,"POS Solutions,Data Architecture & Infrastructure Solutions,Inventory Planning & Optimization Tools,Real Estate Brokerage & Advisory Services,Search Engine Optimization (SEO),Cause-Based Marketing Solutions,Consumer Sentiment & Reviews,Payment Gateways & Payment Service Provider (PSP) Solutions,Fulfillment Solutions,Digital Couponing Solutions & Circulars",False,"Africa,Other Europe,Southern Europe,Asia - Other,UK & Ireland,Germany, Austria & Switzerland"
105657868,,"Startup Retailer or Brand,Large Solution Provider or Technology Company,Industry Association or Nonprofit,Real Estate,Professional Services Firm,Investor (VC, PE or Other),Marketing & Digital Agency,Marketplace or Marketplace Solution,Media or Sell Side Analyst,Government,Startup Solution Provider or Technology Company",,,,"Germany, Austria & Switzerland,Central & South America,Asia - Other","Executive Leadership & Board of Directors,Digital & Ecommerce",,,"Influencer Marketing Solutions,Digital Couponing Solutions & Circulars,Systems Integrator Services,Digital Marketing Services,Legal, Compliance & Regulatory Services",False,"Germany, Austria & Switzerland,Central & South America,Asia - Other"
106705888,,,,,"Data, Analytics & Insights,Customer Experience,Executive Leadership & Board of Directors,Finance & Accounting,Logistics & Transportation (inc. Last-Mile),Legal, Compliance & Risk,Digital & Ecommerce,Marketing, Advertising & Communications,Consulting & Advisory,Merchandising,Strategy, Innovation & Transformation,Partnerships","Australia & New Zealand,Central & South America,Other Europe,Middle East,UK & Ireland,Asia - Other,Africa,India,North America,Nordics,Germany, Austria & Switzerland,Southern Europe,China,Eastern Europe,France & Benelux",Consulting & Advisory,,,,False,"Australia & New Zealand,Central & South America,Other Europe,Middle East,UK & Ireland,Asia - Other,Africa,India,North America,Nordics,Germany, Austria & Switzerland,Southern Europe,China,Eastern Europe,France & Benelux"
106993589,,"Higher Education,Established Retailer or Brand,Startup Retailer or Brand,Startup Solution Provider or Technology Company,Real Estate,Large Solution Provider or Technology Company,Industry Association or Nonprofit,Government,Professional Services Firm,Marketing & Digital Agency,Marketplace or Marketplace Solution",,,"Finance & Accounting,Supply Chain, Operations & Fulfillment,Partnerships,Digital & Ecommerce,Data, Analytics & Insights,HR, Talent Acquisition & Workforce Management,Sales, BD & Account Management,Strategy, Innovation & Transformation,Procurement & Vendor Management,Customer Experience,Technology & IT","Central & South America,Asia - Other,Germany, Austria & Switzerland,Other Europe,Africa","Legal, Compliance & Risk",,,,False,"Central & South America,Asia - Other,Germany, Austria & Switzerland,Other Europe,Africa"
108905975,"Creative & Design Services,Data Architecture & Infrastructure Solutions,Predictive Analytics,Packaging Solutions,Video Marketing Solutions,Third Party Logistics (3PL) Services,Autonomous Vehicles,Automated Retail Kiosks",,,,,"UK & Ireland,China,Central & South America,Nordics,Germany, Austria & Switzerland,India,Africa,France & Benelux,Asia - Other,North America,Middle East,Eastern Europe","Supply Chain, Operations & Fulfillment",,$1 million+ to $5 million,,True,"UK & Ireland,China,Central & South America,Nordics,Germany, Austria & Switzerland,India,Africa,France & Benelux,Asia - Other,North America,Middle East,Eastern Europe"
109145504,"Mapping & Wayfinding Technologies,Hiring & Recruitment Solutions,Artificial Intelligence (inc. Machine Learning)",,,,,"Asia - Other,Australia & New Zealand,Germany, Austria & Switzerland,India,France & Benelux,Southern Europe,Other Europe,North America,Africa,UK & Ireland,Middle East,Central & South America,Eastern Europe,China,Nordics","HR, Talent Acquisition & Workforce Management,Legal, Compliance & Risk,Digital & Ecommerce",,$5 million+ to 10 million,"Private Label, Affinity & Co-Branded Card Solutions,Loyalty Management Solutions,Workforce Management Solutions (inc. Staffing),Product Lifecycle Management (PLM) Solutions,Sustainability Solutions,Market Research & Analysis Services",True,"Asia - Other,Australia & New Zealand,Germany, Austria & Switzerland,India,France & Benelux,Southern Europe,Other Europe,North America,Africa,UK & Ireland,Middle East,Central & South America,Eastern Europe,China,Nordics"
100771314,,"Government,Higher Education,Industry Association or Nonprofit,Marketing & Digital Agency,Startup Solution Provider or Technology Company,Startup Retailer or Brand",,,,"China,Eastern Europe,India",Store Operations,,,,,"China,Eastern Europe,India"
104679529,,,,,,"Southern Europe,Central & South America,Other Europe,Eastern Europe,UK & Ireland,Australia & New Zealand,North America,Nordics,Africa,France & Benelux,Middle East,Asia - Other,Germany, Austria & Switzerland,China,India","Other,Investing",,,,,"Southern Europe,Central & South America,Other Europe,Eastern Europe,UK & Ireland,Australia & New Zealand,North America,Nordics,Africa,France & Benelux,Middle East,Asia - Other,Germany, Austria & Switzerland,China,India"
100251608,"In-Store Media Solutions,Warehouse Management System,Returns Solutions,Product Data Management Solutions,Web Performance & Security Solutions,Customer Data Platforms,Delivery (inc. Last Mile) & Pickup Solutions,Social Media Marketing Solutions",,,,"Investing,Executive Leadership & Board of Directors,Logistics & Transportation (inc. Last-Mile),Sales, BD & Account Management,Legal, Compliance & Risk,Technology & IT,Data, Analytics & Insights,Digital & Ecommerce,Research, Content & Journalism,Product Development & Management,Other,Environmental, Social & Corporate Governance (ESG),Store Operations,HR, Talent Acquisition & Workforce Management","Southern Europe,Central & South America,Africa,North America,Middle East,Asia - Other,UK & Ireland","Legal, Compliance & Risk",,,"Marketing Personalization Solutions,Financial, Accounting & ERP Solutions & Integration Services,Consumer Sentiment & Reviews,Sourcing Solutions & Services,Crypto Payments Solutions,Packaging Solutions,Data Architecture & Infrastructure Solutions,Cross-Border Ecommerce Platforms,Cloud Hosting Services",False,"Southern Europe,Central & South America,Africa,North America,Middle East,Asia - Other,UK & Ireland"
105871528,,,,,,"India,North America,Eastern Europe,China,Southern Europe,Australia & New Zealand,Middle East,Central & South America,Other Europe,Germany, Austria & Switzerland","Marketing, Advertising & Communications,Technology & IT",,,"Forecasting & Replenishment Solutions,Content Management Systems",False,"India,North America,Eastern Europe,China,Southern Europe,Australia & New Zealand,Middle East,Central & South America,Other Europe,Germany, Austria & Switzerland"
